instance_number,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
32,concert_singer,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,What are the names of all stadiums that did not have a concert in 2014?,"['SELECT', 'name', 'FROM', 'stadium', 'EXCEPT', 'SELECT', 'T2.name', 'FROM', 'concert', 'AS', 'T1', 'JOIN', 'stadium', 'AS', 'T2', 'ON', 'T1.stadium_id', '=', 'T2.stadium_id', 'WHERE', 'T1.year', '=', '2014']","['select', 'name', 'from', 'stadium', 'except', 'select', 't2', '.', 'name', 'from', 'concert', 'as', 't1', 'join', 'stadium', 'as', 't2', 'on', 't1', '.', 'stadium_id', '=', 't2', '.', 'stadium_id', 'where', 't1', '.', 'year', '=', 'value']","['What', 'are', 'the', 'names', 'of', 'all', 'stadiums', 'that', 'did', 'not', 'have', 'a', 'concert', 'in', '2014', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of all stadiums that did not have a concert in 2014? <query> ",SELECT stadium_nameFROM stadiumWHERE stadium_id NOT IN (SELECT stadium_id                         FROM concert                         WHERE year = 2014)
33,concert_singer,"SELECT T2.concert_name ,  T2.theme ,  count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id  =  T2.concert_id GROUP BY T2.concert_id",Show the name and theme for all concerts and the number of singers in each concert.,"['SELECT', 'T2.concert_name', ',', 'T2.theme', ',', 'count', '(', '*', ')', 'FROM', 'singer_in_concert', 'AS', 'T1', 'JOIN', 'concert', 'AS', 'T2', 'ON', 'T1.concert_id', '=', 'T2.concert_id', 'GROUP', 'BY', 'T2.concert_id']","['select', 't2', '.', 'concert_name', ',', 't2', '.', 'theme', ',', 'count', '(', '*', ')', 'from', 'singer_in_concert', 'as', 't1', 'join', 'concert', 'as', 't2', 'on', 't1', '.', 'concert_id', '=', 't2', '.', 'concert_id', 'group', 'by', 't2', '.', 'concert_id']","['Show', 'the', 'name', 'and', 'theme', 'for', 'all', 'concerts', 'and', 'the', 'number', 'of', 'singers', 'in', 'each', 'concert', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the name and theme for all concerts and the number of singers in each concert. <query> ","SELECT concert.name, concert.theme, count(singer.name) AS singersFROM concertJOIN singer_concert ON singer_concert.concert_id = concert.idJOIN singer ON singer.id = singer_concert.singer_idGROUP BY concert.name, concert.theme"
34,concert_singer,"select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id","What are the names , themes , and number of singers for every concert ?","['select', 't2.concert_name', ',', 't2.theme', ',', 'count', '(', '*', ')', 'from', 'singer_in_concert', 'as', 't1', 'join', 'concert', 'as', 't2', 'on', 't1.concert_id', '=', 't2.concert_id', 'group', 'by', 't2.concert_id']","['select', 't2', '.', 'concert_name', ',', 't2', '.', 'theme', ',', 'count', '(', '*', ')', 'from', 'singer_in_concert', 'as', 't1', 'join', 'concert', 'as', 't2', 'on', 't1', '.', 'concert_id', '=', 't2', '.', 'concert_id', 'group', 'by', 't2', '.', 'concert_id']","['What', 'are', 'the', 'names', ',', 'themes', ',', 'and', 'number', 'of', 'singers', 'for', 'every', 'concert', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names , themes , and number of singers for every concert ? <query> ","SELECT concert.name, singer.theme, singer.name, COUNT(singer.name)FROM concertJOIN singer ON concert.id = singer.concert_idGROUP BY concert.name, singer.theme, singer.name"
35,concert_singer,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id",List singer names and number of concerts for each singer.,"['SELECT', 'T2.name', ',', 'count', '(', '*', ')', 'FROM', 'singer_in_concert', 'AS', 'T1', 'JOIN', 'singer', 'AS', 'T2', 'ON', 'T1.singer_id', '=', 'T2.singer_id', 'GROUP', 'BY', 'T2.singer_id']","['select', 't2', '.', 'name', ',', 'count', '(', '*', ')', 'from', 'singer_in_concert', 'as', 't1', 'join', 'singer', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id', 'group', 'by', 't2', '.', 'singer_id']","['List', 'singer', 'names', 'and', 'number', 'of', 'concerts', 'for', 'each', 'singer', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List singer names and number of concerts for each singer. <query> "," <hint>SELECT singer_name, COUNT(singer_name) AS concertsFROM concert_singerGROUP BY singer_nameORDER BY concerts DESC </h4>"
36,concert_singer,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id",What are the names of the singers and number of concerts for each person?,"['SELECT', 'T2.name', ',', 'count', '(', '*', ')', 'FROM', 'singer_in_concert', 'AS', 'T1', 'JOIN', 'singer', 'AS', 'T2', 'ON', 'T1.singer_id', '=', 'T2.singer_id', 'GROUP', 'BY', 'T2.singer_id']","['select', 't2', '.', 'name', ',', 'count', '(', '*', ')', 'from', 'singer_in_concert', 'as', 't1', 'join', 'singer', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id', 'group', 'by', 't2', '.', 'singer_id']","['What', 'are', 'the', 'names', 'of', 'the', 'singers', 'and', 'number', 'of', 'concerts', 'for', 'each', 'person', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of the singers and number of concerts for each person? <query> ","SELECT singer_name, COUNT(concert_id) AS concertsFROM concert_singerGROUP BY singer_nameORDER BY concerts DESC"
37,concert_singer,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,List all singer names in concerts in year 2014.,"['SELECT', 'T2.name', 'FROM', 'singer_in_concert', 'AS', 'T1', 'JOIN', 'singer', 'AS', 'T2', 'ON', 'T1.singer_id', '=', 'T2.singer_id', 'JOIN', 'concert', 'AS', 'T3', 'ON', 'T1.concert_id', '=', 'T3.concert_id', 'WHERE', 'T3.year', '=', '2014']","['select', 't2', '.', 'name', 'from', 'singer_in_concert', 'as', 't1', 'join', 'singer', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id', 'join', 'concert', 'as', 't3', 'on', 't1', '.', 'concert_id', '=', 't3', '.', 'concert_id', 'where', 't3', '.', 'year', '=', 'value']","['List', 'all', 'singer', 'names', 'in', 'concerts', 'in', 'year', '2014', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List all singer names in concerts in year 2014. <query> ",SELECT singer_nameFROM concert_singerWHERE year = 2014
38,concert_singer,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,What are the names of the singers who performed in a concert in 2014?,"['SELECT', 'T2.name', 'FROM', 'singer_in_concert', 'AS', 'T1', 'JOIN', 'singer', 'AS', 'T2', 'ON', 'T1.singer_id', '=', 'T2.singer_id', 'JOIN', 'concert', 'AS', 'T3', 'ON', 'T1.concert_id', '=', 'T3.concert_id', 'WHERE', 'T3.year', '=', '2014']","['select', 't2', '.', 'name', 'from', 'singer_in_concert', 'as', 't1', 'join', 'singer', 'as', 't2', 'on', 't1', '.', 'singer_id', '=', 't2', '.', 'singer_id', 'join', 'concert', 'as', 't3', 'on', 't1', '.', 'concert_id', '=', 't3', '.', 'concert_id', 'where', 't3', '.', 'year', '=', 'value']","['What', 'are', 'the', 'names', 'of', 'the', 'singers', 'who', 'performed', 'in', 'a', 'concert', 'in', '2014', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of the singers who performed in a concert in 2014? <query> ",    SELECT singer_name    FROM singer    WHERE concert_year = 2014</query>
39,concert_singer,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'",what is the name and nation of the singer who have a song having 'Hey' in its name?,"['SELECT', 'name', ',', 'country', 'FROM', 'singer', 'WHERE', 'song_name', 'LIKE', ""'"", '%', 'Hey', '%', ""'""]","['select', 'name', ',', 'country', 'from', 'singer', 'where', 'song_name', 'like', 'value']","['what', 'is', 'the', 'name', 'and', 'nation', 'of', 'the', 'singer', 'who', 'have', 'a', 'song', 'having', ""'Hey"", ""'"", 'in', 'its', 'name', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> what is the name and nation of the singer who have a song having 'Hey' in its name? <query> ","    SELECT singer_name, nation    FROM singer    WHERE EXISTS (SELECT song_name                 FROM song                 WHERE song.song_name LIKE '%Hey%'                 AND song.song_id = singer.song_id)"
40,concert_singer,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'",What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,"['SELECT', 'name', ',', 'country', 'FROM', 'singer', 'WHERE', 'song_name', 'LIKE', ""'"", '%', 'Hey', '%', ""'""]","['select', 'name', ',', 'country', 'from', 'singer', 'where', 'song_name', 'like', 'value']","['What', 'is', 'the', 'name', 'and', 'country', 'of', 'origin', 'of', 'every', 'singer', 'who', 'has', 'a', 'song', 'with', 'the', 'word', ""'Hey"", ""'"", 'in', 'its', 'title', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the name and country of origin of every singer who has a song with the word 'Hey' in its title? <query> ","SELECT singer_name, country_of_originFROM singerWHERE EXISTS (SELECT song_title              FROM song              WHERE song_title LIKE '%Hey%'              AND singer.singer_id = song.singer_id);"
41,concert_singer,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015",Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,"['SELECT', 'T2.name', ',', 'T2.location', 'FROM', 'concert', 'AS', 'T1', 'JOIN', 'stadium', 'AS', 'T2', 'ON', 'T1.stadium_id', '=', 'T2.stadium_id', 'WHERE', 'T1.Year', '=', '2014', 'INTERSECT', 'SELECT', 'T2.name', ',', 'T2.location', 'FROM', 'concert', 'AS', 'T1', 'JOIN', 'stadium', 'AS', 'T2', 'ON', 'T1.stadium_id', '=', 'T2.stadium_id', 'WHERE', 'T1.Year', '=', '2015']","['select', 't2', '.', 'name', ',', 't2', '.', 'location', 'from', 'concert', 'as', 't1', 'join', 'stadium', 'as', 't2', 'on', 't1', '.', 'stadium_id', '=', 't2', '.', 'stadium_id', 'where', 't1', '.', 'year', '=', 'value', 'intersect', 'select', 't2', '.', 'name', ',', 't2', '.', 'location', 'from', 'concert', 'as', 't1', 'join', 'stadium', 'as', 't2', 'on', 't1', '.', 'stadium_id', '=', 't2', '.', 'stadium_id', 'where', 't1', '.', 'year', '=', 'value']","['Find', 'the', 'name', 'and', 'location', 'of', 'the', 'stadiums', 'which', 'some', 'concerts', 'happened', 'in', 'the', 'years', 'of', 'both', '2014', 'and', '2015', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015. <query> ","SELECT stadium_name, stadium_locationFROM concert_singerWHERE year IN (2014, 2015)"
42,concert_singer,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015",What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,"['SELECT', 'T2.name', ',', 'T2.location', 'FROM', 'concert', 'AS', 'T1', 'JOIN', 'stadium', 'AS', 'T2', 'ON', 'T1.stadium_id', '=', 'T2.stadium_id', 'WHERE', 'T1.Year', '=', '2014', 'INTERSECT', 'SELECT', 'T2.name', ',', 'T2.location', 'FROM', 'concert', 'AS', 'T1', 'JOIN', 'stadium', 'AS', 'T2', 'ON', 'T1.stadium_id', '=', 'T2.stadium_id', 'WHERE', 'T1.Year', '=', '2015']","['select', 't2', '.', 'name', ',', 't2', '.', 'location', 'from', 'concert', 'as', 't1', 'join', 'stadium', 'as', 't2', 'on', 't1', '.', 'stadium_id', '=', 't2', '.', 'stadium_id', 'where', 't1', '.', 'year', '=', 'value', 'intersect', 'select', 't2', '.', 'name', ',', 't2', '.', 'location', 'from', 'concert', 'as', 't1', 'join', 'stadium', 'as', 't2', 'on', 't1', '.', 'stadium_id', '=', 't2', '.', 'stadium_id', 'where', 't1', '.', 'year', '=', 'value']","['What', 'are', 'the', 'names', 'and', 'locations', 'of', 'the', 'stadiums', 'that', 'had', 'concerts', 'that', 'occurred', 'in', 'both', '2014', 'and', '2015', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015? <query> ","    @author hschoo    @version 2017-08-25    >>> %sql select stadium_name, city, state from concert_singer where year = 2014 and year = 2015    +--------------+-----------+----------+    |stadium_name  |city       |state     |    +--------------+-----------+----------+    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago    |IL        |    |Soldier Field|Chicago   "
